"region_txt","summary"
"Middle East & North Africa","02/28/2016: Assailants flogged three civilians in a public square in Sirte city, Sirte district, Libya. The civilians were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Tripoli Province of the Islamic State, noting that the victims were accused of selling cigarettes and possessing photos of the former regime."
"South Asia","02/28/2016: An explosive device detonated targeting a police vehicle in Lashkar Gah city, Helmand province, Afghanistan. At least three people were killed and ten people were injured in the blast; the victims included police officers and civilians. No group claimed responsibility for the incident."
"Sub-Saharan Africa","02/28/2016: An explosives-laden vehicle detonated near a pharmacy in Baidoa town, Bay region, Somalia. This was one of two coordinated bombings in Baidoa on this date. At least 31 people were killed and 61 others were injured across both blasts. Al-Shabaab claimed responsibility for the incidents."
"Sub-Saharan Africa","02/28/2016: A suicide bomber detonated at the Beder restaurant in Baidoa town, Bay region, Somalia. This was one of two coordinated bombings in Baidoa on this date. In addition to the bomber, 31 people were killed and 61 people were injured across both blasts. Al-Shabaab claimed responsibility for the incidents."
"South Asia","02/28/2016: Security forces detained a 14-year-old suicide bomber in Kabul city, Kabul province, Afghanistan. No group claimed responsibility for the attempted attack."
"Middle East & North Africa","02/28/2016: Assailants and suicide bombers attacked security forces at a barracks near Al Karkh Cemetery in Abu Ghraib, Al Anbar, Iraq. This was one of two coordinated attacks in the area on the same day. At least 12 security members and 10 assailants were killed and 22 security members were injured across both events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","02/28/2016: Assailants and suicide bombers attacked security forces in Khan Dari area, Abu Ghraib, Al Anbar, Iraq. This was one of two coordinated attacks in the area on the same day. At least 12 security members and 10 assailants were killed and 22 security members were injured across both events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","02/28/2016: Assailants attacked a factory in Kubayshat area, Karma district, Al Anbar, Iraq. Security forces repelled the assault, killing 16 assailants, including seven suicide bombers. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","02/28/2016: Assailants executed a Shabak civilian in Bashiqah, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","02/28/2016: Assailants fired a rocket at a police vehicle in Nusaybin, Mardin, Turkey. At least one police officer was killed and two officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Worker's Party (PKK)."
"South Asia","02/28/2016: Security forces discovered and defused five explosive devices in Azmadbad village, Jammu and Kashmir state, India. There were no reported casualties. No group claimed responsibility for the incident."
"Middle East & North Africa","02/28/2016: A suicide bomber detonated an explosive device at the Muridi Market in Sadr City, Baghdad city, Baghdad governorate, Iraq. This was one of two suicide attacks in the market within a few minutes. In addition to the assailants, at least 73 people were killed, 112 people were injured, and five people were unaccounted for across both events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","02/28/2016: An explosive device detonated in Dora, southern Baghdad city, Baghdad governorate, Iraq. At least four people were killed in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","02/28/2016: Assailants opened fire on a military checkpoint in Zaidan, Al Anbar, Iraq. At least two soldiers were killed and six soldiers were injured in the assault. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","02/28/2016: An explosive device detonated in a civilian residence in Zaidan, Al Anbar, Iraq. At least five people were injured in the blast. No group claimed responsibility for the incident."
"South Asia","02/28/2016: Assailants attacked the Mawlana Jalaluddin Balkhi Airport in Mazari Sharif, Balkh, Afghanistan. There were no reported casualties. No group claimed responsibility for the incident."
"South Asia","02/28/2016: Assailants attacked and killed a police officer in Darzab district, Jawzjan province, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"Middle East & North Africa","02/28/2016: Assailants fired shells at joint force barracks in south of Fallujah, Al Anbar, Iraq. At least 16 soldiers and volunteer fighters were killed in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","02/28/2016: Assailants opened fire on Abdullah Khalil in front of his residence in Arish, North Sinai, Egypt. Khalil, a police captain, was killed in the assault. The Sinai province of the Islamic State claimed responsibility for the attack."
"South Asia","02/28/2016: Assailants attacked security forces in Puli Moemin area, Dashti Archi district, Kunduz province, Afghanistan. One civilian and six assailants were killed and three civilians and ten assailants were injured in the ensuing clash. The Taliban claimed responsibility for the incident."
"East Asia","02/28/2016: An assailant threw Molotov cocktails at the Chinese Nationalist Party (KMT) headquarters in Taipei, Taiwan. There were no reported casualties in the attack. In a note left at the scene, the assailant demanded that the Chinese Nationalist Party (KMT) return all land and property to Taiwan."
